sweep_folder,De,Wi_e,feature_score,de_key,drag_model,fe_model,NK,hK_star,phi,Debar,Wiebar,phibar,Wics,Wisc,theta,tilde_eta_p0,U,Hv,sample_id,De_bar,Wi_e_bar,source_kind,dataset,R_ve,De_ve
S12_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_c2d2,30.0,0.57960579,0.7,30.0,c2d2,fenepm,8760,0.01,0.23,58.2994622701778,0.46521724,0.0122752825581636,0.44120908,0.34891293,0.22,3,0.280074398576929,0.1418,A2,0.514584506130961,1.24588200987564,model,anna,0.082084999,365.47481714655316
S12_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_c2d2,100.0,1.0551794,0.7,100.0,c2d2,fenepm,8760,0.01,0.23,58.2994622701778,0.46521724,0.0122752825581636,0.44120908,0.34891293,0.22,3,0.280074398576929,0.1418,A2,1.7152816871032,2.26814337319056,model,anna,0.067205513,1487.9731667251763
S12_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_c2d2,300.0,2.3299529,0.7,300.0,c2d2,fenepm,8760,0.01,0.23,58.2994622701778,0.46521724,0.0122752825581636,0.44120908,0.34891293,0.22,3,0.280074398576929,0.1418,A2,5.14584506130961,5.00831160083405,model,anna,0.067205513,4463.919500175529
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,0.01,0.71596961,0.7,0.01,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.00015135957102153,1.073954415,model,anna,0.00020346837,49.14768816401291
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,0.03,0.71600941,0.7,0.03,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.000454078713064591,1.074014115,model,anna,0.00061125276,49.07953299057497
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,0.1,0.71589851,0.7,0.1,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.0015135957102153,1.073847765,model,anna,0.0020294306,49.27490499059195
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,0.3,0.71593619,0.7,0.3,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.00454078713064591,1.073904285,model,anna,0.0060967466,49.206571911648744
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,1.0,0.7158325,0.7,1.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.015135957102153,1.07374875,model,anna,0.020241911,49.402450193561265
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,3.0,0.71525432,0.7,3.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.0454078713064591,1.07288148,model,anna,0.05502322,54.52243616422303
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,10.0,0.73739521,0.7,10.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.15135957102153,1.106092815,model,anna,0.082084999,121.82493904885105
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,30.0,0.8661605,0.7,30.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,0.454078713064591,1.29924075,model,anna,0.082084999,365.47481714655316
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,100.0,1.5105778,0.7,100.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,1.5135957102153,2.2658667,model,anna,0.067205513,1487.9731667251763
S11_caber_sweep_De_NK_8760_hsK_0p01_phi_0p23_drag_constant,300.0,3.2536009,0.7,300.0,constant,fenepm,8760,0.01,0.23,66.0678405237918,0.666666666666667,0.0122752825581636,0.5,0.5,0.22,3,0.280074398576929,0.1418,A2,4.54078713064591,4.88040135,model,anna,0.067205513,4463.919500175529
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,0.01,0.28173736,0.0231066198151388,0.01,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,4.55717428069328e-5,0.987757036371097,model,anna,3.7170319e-05,269.0318584567434
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,0.03,0.2817364,0.0230518020078935,0.03,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.000136715228420799,0.987753670659305,model,anna,0.00011166581,268.6587774718152
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,0.1,0.28173927,0.0232095368700376,0.1,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.000455717428069328,0.987763732735184,model,anna,0.00037074354,269.72823316085294
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,0.3,0.28173822,0.0231542526880133,0.3,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.00136715228420799,0.987760051487911,model,anna,0.0011137751,269.3541990658617
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,1.0,0.28174135,0.0233097141032185,1.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.00455717428069328,0.987771025110734,model,anna,0.0036978637,270.4264086315567
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,3.0,0.2817402,0.0202390978792323,3.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.0136715228420799,0.987766993268483,model,anna,0.011108997,270.05138267658185
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,10.0,0.29319154,0.7,10.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.0455717428069328,1.02791481626533,model,anna,0.11080316,90.25013366044796
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,30.0,0.28235899,0.7,30.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.136715228420799,0.98993643993518,model,anna,0.090717953,330.6952924742471
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,100.0,0.32645506,0.7,100.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,0.455717428069328,1.14453504701666,model,anna,0.067205513,1487.9731667251763
S16_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_c2d2,300.0,0.50445208,0.7,300.0,c2d2,fenepm,27000,0.01,0.4,219.434223579413,0.285229413333333,0.0049631128392227,0.38607773,0.21392206,0.22,3,0.297787193686661,0.1418,A3,1.36715228420799,1.76858366079683,model,anna,0.05502322,5452.243616422304
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,0.01,0.68615948,0.0207325379069523,0.01,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,3.51884700300889e-5,1.02923922,model,anna,9.1424231e-05,109.3801926537397
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,0.03,0.68616066,0.0210604546380528,0.03,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.000105565410090267,1.02924099,model,anna,0.00027465357,109.22850920889178
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,0.1,0.68615743,0.0201413133229985,0.1,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.000351884700300889,1.029236145,model,anna,0.00091188197,109.66331530823008
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,0.3,0.68615852,0.0204555436309629,0.3,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.00105565410090267,1.02923778,model,anna,0.0027394448,109.51124110987745
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,1.0,0.68615552,0.0195808060516789,1.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.00351884700300889,1.02923328,model,anna,0.0090952771,109.94717247262318
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,3.0,0.68615677,0.0469252846627145,3.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.0105565410090267,1.029235155,model,anna,0.027323722,109.79470512838624
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,10.0,0.68644264,0.7,10.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.0351884700300889,1.02966396,model,anna,0.10025884,99.74182825175316
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,30.0,0.69997351,0.7,30.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.105565410090267,1.049960265,model,anna,0.090717953,330.6952924742471
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,100.0,0.80874589,0.7,100.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,0.351884700300889,1.213118835,model,anna,0.067205513,1487.9731667251763
S15_caber_sweep_De_NK_27000_hsK_0p01_phi_0p4_drag_constant,300.0,1.2059722,0.7,300.0,constant,fenepm,27000,0.01,0.4,284.183995253252,0.666666666666667,0.0049631128392227,0.5,0.5,0.22,3,0.297787193686661,0.1418,A3,1.05565410090267,1.8089583,model,anna,0.05502322,5452.243616422304
