dataset,dataset_sheet,hK_star_selected,source_processed_dir,n_enabled_plan_rows,n_samples,n_model_rows_all,n_model_rows_c2d2,n_expt_rows,theta,fe_model_default
anna,Anna,0.01,/path/to/C2D2/julia/experiments/tnwpaper/outputs/exptl_comparison/anna/hsK_0p01/processed,12,3,58,58,3,,fenepm
