sweep_folder,De,Wi_e,feature_score,de_key,drag_model,fe_model,NK,hK_star,phi,Debar,Wiebar,phibar,Wics,Wisc,theta,tilde_eta_p0,U,Hv,sample_id,De_bar,Wi_e_bar,source_kind,dataset,R_ve,De_ve
S35_caber_sweep_De_NK_11200_hsK_0p04_phi_0p16_drag_constant,30.0,0.88721393,0.7,30.0,constant,fenepm,11200,0.04,0.16,62.2272762443628,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C5,0.482103698098432,1.330820895,model,clasen,0.074273578,403.91214221563416
S35_caber_sweep_De_NK_11200_hsK_0p04_phi_0p16_drag_constant,100.0,1.5092642,0.7,100.0,constant,fenepm,11200,0.04,0.16,62.2272762443628,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C5,1.60701232699477,2.2638963,model,clasen,0.067205513,1487.9731667251763
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,0.01,0.14478232,0.0495846530110686,0.01,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,7.08138433837001e-5,0.954163371135177,model,clasen,1.8458234e-05,541.7636378431437
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,0.03,0.1447811,0.0494508424193748,0.03,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.0002124415301511,0.9541553309317,model,clasen,5.5451599e-05,541.0123520513808
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,0.1,0.14478487,0.0498370908172786,0.1,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.000708138433837001,0.954180176478512,model,clasen,0.00018410579,543.1659699567298
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,0.3,0.14478347,0.0497017873750114,0.3,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.002124415301511,0.954170950015505,model,clasen,0.00055308437,542.4127244818002
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,1.0,0.14478774,0.0500792563855194,1.0,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.00708138433837001,0.954199090727677,model,clasen,0.0018363048,544.5719033136547
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,3.0,0.14478616,0.0431911855457041,3.0,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.02124415301511,0.95418867800514,model,clasen,0.0055165644,543.8167276720271
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,10.0,0.14479047,0.0234808469251188,10.0,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.0708138433837001,0.954217082330541,model,clasen,0.018315639,545.981497014655
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,30.0,0.14833056,0.7,30.0,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.2124415301511,0.977547446207304,model,clasen,0.10025884,299.22548475525946
S40_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_c2d2,100.0,0.15532983,0.7,100.0,c2d2,fenepm,11200,0.04,0.51,141.215326300193,0.151737453333333,0.00906636009588024,0.35597611,0.11380309,0.22,3,0.315381713271493,0.1418,C6,0.708138433837001,1.02367495030232,model,clasen,0.082084999,1218.2493904885105
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,0.01,0.69262323,0.0866473553774197,0.01,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,5.04160730037576e-5,1.038934845,model,clasen,0.00011166581,89.55292582393841
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,0.03,0.69262175,0.0878180324776857,0.03,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.000151248219011273,1.038932625,model,clasen,0.00033546263,89.4287390520965
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,0.1,0.69262614,0.0844975106133154,0.1,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.000504160730037576,1.03893921,model,clasen,0.0011137751,89.7847330219539
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,0.3,0.69262455,0.0856465827853725,0.3,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.00151248219011273,1.038936825,model,clasen,0.0033459655,89.66021915049632
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,1.0,0.69262928,0.0824173750038937,1.0,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.00504160730037576,1.03894392,model,clasen,0.011108997,90.01712755886062
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,3.0,0.69262816,0.156226191471802,3.0,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.0151248219011273,1.03894224,model,clasen,0.03337327,89.89230003532768
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,10.0,0.69278031,0.7,10.0,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.0504160730037576,1.039170465,model,clasen,0.11080316,90.25013366044796
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,30.0,0.71896563,0.7,30.0,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.151248219011273,1.078448445,model,clasen,0.10025884,299.22548475525946
S39_caber_sweep_De_NK_11200_hsK_0p04_phi_0p51_drag_constant,100.0,0.89857371,0.7,100.0,constant,fenepm,11200,0.04,0.51,198.349443028906,0.666666666666667,0.00906636009588024,0.5,0.5,0.22,3,0.315381713271493,0.1418,C6,0.504160730037576,1.347860565,model,clasen,0.074273578,1346.3738073854472
