sample_id,drag_model,fe_model,NK,hK_star,phi,Debar,Wiebar,phibar,Wics,Wisc,theta,tilde_eta_p0,U,Hv,dataset
G1,c2d2,fenepm,30000,0.005,0.02,15.7541079411916,0.641494626666667,0.0049476024768039,0.5526305,0.48112097,0.22,3,0.276024257356413,0.1418,gaillard
G1,constant,fenepm,30000,0.005,0.02,14.2537445374365,0.666666666666667,0.0049476024768039,0.5,0.5,0.22,3,0.276024257356413,0.1418,gaillard
