dataset,dataset_sheet,hK_star_selected,source_processed_dir,n_enabled_plan_rows,n_samples,n_model_rows_all,n_model_rows_c2d2,n_expt_rows,theta,fe_model_default
gaillard,Gaillard,0.005,/path/to/C2D2/julia/experiments/tnwpaper/outputs/exptl_comparison/gaillard/hsK_0p005/processed,4,1,18,18,21,,fenepm
