dataset,sample_id,source_kind,drag_model,De_bar,Wi_e_bar,Debar,Wiebar,phibar,hK_star
calabrese,VC2,model,c2d2,1.4359897304669644,2.181552599999999,,,,
calabrese,VC3,model,c2d2,0.00056572083059126,1.0321847080796012,,,,
calabrese,VC3,model,c2d2,0.0016971624917737798,1.0320247645350071,,,,
calabrese,VC3,model,c2d2,0.0056572083059126,1.0324836475831403,,,,
calabrese,VC3,model,c2d2,0.0169716249177378,1.032323018254492,,,,
calabrese,VC3,model,c2d2,0.056572083059126,1.032783958654787,,,,
calabrese,VC3,model,c2d2,0.169716249177378,1.0452717122140895,,,,
calabrese,VC3,model,c2d2,0.56572083059126,1.2835908667196576,,,,
calabrese,VC3,model,c2d2,1.69716249177378,2.172180093376359,,,,
calabrese,VC3,model,c2d2,5.6572083059126,5.347426722103516,,,,
calabrese,VC3,model,c2d2,0.0005381306256833258,1.1924858099999995,,,,
calabrese,VC3,model,c2d2,0.0016143918770499773,1.1922638699999994,,,,
calabrese,VC3,model,c2d2,0.005381306256833258,1.1929016099999994,,,,
calabrese,VC3,model,c2d2,0.016143918770499772,1.1926780199999993,,,,
calabrese,VC3,model,c2d2,0.05381306256833258,1.1933207099999996,,,,
calabrese,VC3,model,c2d2,0.16143918770499774,1.2108128249999994,,,,
calabrese,VC3,model,c2d2,0.5381306256833258,1.4637374999999995,,,,
calabrese,VC3,model,c2d2,1.6143918770499774,2.438921699999999,,,,
calabrese,VC3,model,c2d2,5.381306256833258,5.912313599999997,,,,
calabrese,VC4,model,c2d2,0.0002554195400889798,0.9894332357301234,,,,
calabrese,VC4,model,c2d2,0.0007662586202669393,0.9894841499389644,,,,
calabrese,VC4,model,c2d2,0.002554195400889798,0.9893390222477677,,,,
calabrese,VC4,model,c2d2,0.007662586202669393,0.9893894925366121,,,,
calabrese,VC4,model,c2d2,0.025541954008897978,0.9892457307530973,,,,
calabrese,VC4,model,c2d2,0.07662586202669394,0.9845417495829542,,,,
calabrese,VC4,model,c2d2,0.25541954008897977,1.0286853589311717,,,,
calabrese,VC4,model,c2d2,0.7662586202669394,1.3173257945245953,,,,
calabrese,VC4,model,c2d2,2.554195400889798,2.5988123910773995,,,,
calabrese,VC4,model,c2d2,0.00023062741100713895,1.0855405799999995,,,,
calabrese,VC4,model,c2d2,0.0006918822330214168,1.0855122599999996,,,,
calabrese,VC4,model,c2d2,0.0023062741100713896,1.0855960949999994,,,,
calabrese,VC4,model,c2d2,0.0069188223302141675,1.0855658549999996,,,,
calabrese,VC4,model,c2d2,0.023062741100713893,1.0856559299999995,,,,
calabrese,VC4,model,c2d2,0.06918822330214168,1.0893920999999995,,,,
calabrese,VC4,model,c2d2,0.23062741100713893,1.1651184149999994,,,,
calabrese,VC4,model,c2d2,0.6918822330214168,1.5486973499999992,,,,
calabrese,VC4,model,c2d2,2.3062741100713895,3.0943418999999985,,,,
calabrese,VC1,experiment,,0.47955655842219685,1.4375786632798928,,,,
calabrese,VC1,experiment,,0.6394087445629292,1.4375786632798928,,,,
calabrese,VC1,experiment,,0.9591131168443937,1.617275996189879,,,,
calabrese,VC2,experiment,,0.21454141636387095,1.0411048734860364,,,,
calabrese,VC2,experiment,,0.2860552218184946,1.0411048734860364,,,,
calabrese,VC2,experiment,,0.4290828327277419,1.0411048734860364,,,,
calabrese,VC3,experiment,,2.5647059576996782,2.4571569505869317,,,,
calabrese,VC3,experiment,,3.419607943599571,2.4059661807830355,,,,
calabrese,VC3,experiment,,5.1294119153993565,2.5663639261685733,,,,
calabrese,VC4,experiment,,1.1579492582842834,1.6429966769224025,,,,
calabrese,VC4,experiment,,1.5439323443790447,1.6219326169618586,,,,
calabrese,VC4,experiment,,2.315898516568567,1.8604521194562484,,,,
